Date,Region,Product,Channel,Units Sold,Sales
2022-06-24,South,Apparel,In-Store,3,57.74
2022-06-24,South,Electronics,In-Store,2,681.63
2022-06-24,North,Beauty,Online,3,41.96
2022-06-24,North,Sports & Outdoors,Online,1,86.69
2022-06-24,North,Home & Kitchen,Online,5,252.93
2022-06-24,North,Electronics,Online,3,961.71
2022-06-24,South,Beauty,In-Store,1,29.65
2022-06-25,West,Beauty,In-Store,3,73.4
2022-06-25,West,Home & Kitchen,Online,1,44.1
2022-06-25,West,Apparel,Online,5,382.8
2022-06-25,West,Electronics,In-Store,4,1691.33
2022-06-25,East,Beauty,In-Store,4,212.59
2022-06-25,East,Home & Kitchen,Online,1,160.97
2022-06-25,East,Apparel,In-Store,1,146.74
2022-06-25,North,Electronics,Online,4,880.48
2022-06-25,North,Apparel,Online,2,193.22
2022-06-25,North,Home & Kitchen,Online,3,207.14
2022-06-25,East,Electronics,Online,7,2689.31
2022-06-25,South,Apparel,Online,2,52.67
2022-06-25,South,Home & Kitchen,Online,4,258.21
2022-06-25,South,Electronics,In-Store,2,497.53
2022-06-26,West,Beauty,Online,3,20.11
2022-06-26,West,Home & Kitchen,In-Store,2,218.67
2022-06-26,West,Electronics,Online,2,695.7
2022-06-26,East,Beauty,In-Store,1,72.59
2022-06-26,East,Sports & Outdoors,In-Store,2,118.3
2022-06-26,East,Home & Kitchen,In-Store,5,613.7
2022-06-26,East,Electronics,In-Store,6,1412.84
2022-06-26,South,Beauty,Online,2,103.01
2022-06-26,East,Apparel,Online,5,395.11
2022-06-26,South,Home & Kitchen,Online,2,101.68
2022-06-26,South,Apparel,In-Store,3,113.57
2022-06-26,South,Electronics,In-Store,4,1055.09
2022-06-26,North,Sports & Outdoors,Online,1,38.68
2022-06-26,North,Home & Kitchen,Online,5,548.63
2022-06-26,North,Apparel,Online,2,111.12
2022-06-26,North,Electronics,Online,3,1240.89
2022-06-26,South,Sports & Outdoors,In-Store,3,179.46
2022-06-27,West,Beauty,Online,2,114.9
2022-06-27,West,Home & Kitchen,Online,2,254.28
2022-06-27,West,Apparel,In-Store,3,283.39
2022-06-27,West,Electronics,In-Store,3,576.58
2022-06-27,East,Beauty,In-Store,2,85.31
2022-06-27,East,Apparel,Online,1,112.88
2022-06-27,East,Electronics,Online,2,797.18
2022-06-27,South,Beauty,In-Store,5,198.8
2022-06-27,South,Apparel,Online,1,55.54
2022-06-27,South,Electronics,Online,3,417.3
2022-06-27,North,Beauty,In-Store,2,152.72
2022-06-27,North,Home & Kitchen,In-Store,2,229.73
2022-06-27,North,Apparel,In-Store,2,263.96
2022-06-27,North,Electronics,Online,2,960.88
2022-06-27,South,Sports & Outdoors,Online,2,204.13
2022-06-28,West,Beauty,In-Store,2,22.53
2022-06-28,West,Sports & Outdoors,Online,2,145.75
2022-06-28,West,Home & Kitchen,In-Store,1,145.49
2022-06-28,West,Apparel,Online,1,19.83
2022-06-28,West,Electronics,Online,1,192.13
2022-06-28,East,Beauty,Online,2,121.07
2022-06-28,East,Home & Kitchen,Online,1,67.16
2022-06-28,East,Apparel,In-Store,6,472.98
2022-06-28,South,Beauty,In-Store,3,46.01
2022-06-28,South,Home & Kitchen,In-Store,1,105.59
2022-06-28,South,Apparel,Online,4,137.3
2022-06-28,South,Electronics,In-Store,4,554.54
2022-06-28,North,Sports & Outdoors,Online,2,190.02
2022-06-28,North,Home & Kitchen,In-Store,2,243.71
2022-06-28,North,Electronics,Online,4,752.93
2022-06-28,East,Electronics,In-Store,5,1205.0
2022-06-29,East,Home & Kitchen,Online,4,229.16
2022-06-29,East,Sports & Outdoors,Online,3,315.05
2022-06-29,East,Beauty,In-Store,3,16.64
2022-06-29,West,Beauty,Online,1,37.27
2022-06-29,West,Apparel,Online,1,28.2
2022-06-29,West,Sports & Outdoors,Online,2,138.16
2022-06-29,East,Apparel,Online,3,100.9
2022-06-29,West,Electronics,In-Store,2,853.04
2022-06-29,East,Electronics,In-Store,1,319.35
2022-06-29,West,Home & Kitchen,Online,2,110.2
2022-06-29,South,Sports & Outdoors,Online,1,34.61
2022-06-29,South,Home & Kitchen,Online,2,64.01
2022-06-29,South,Apparel,Online,4,76.04
2022-06-29,South,Electronics,In-Store,1,141.94
2022-06-29,North,Beauty,Online,1,31.14
2022-06-29,North,Sports & Outdoors,Online,1,79.47
2022-06-29,North,Home & Kitchen,In-Store,2,136.09
2022-06-29,South,Beauty,Online,1,6.13
2022-06-29,North,Apparel,Online,4,367.94
2022-06-29,North,Electronics,Online,5,839.17
2022-06-30,West,Beauty,In-Store,1,40.42
2022-06-30,West,Sports & Outdoors,In-Store,3,275.46
2022-06-30,West,Home & Kitchen,Online,2,240.44
2022-06-30,West,Apparel,Online,2,69.02
2022-06-30,West,Electronics,Online,5,413.66
2022-06-30,East,Beauty,Online,1,50.56
2022-06-30,South,Beauty,In-Store,1,62.96
2022-06-30,South,Home & Kitchen,Online,3,399.1
2022-06-30,North,Sports & Outdoors,In-Store,2,159.14
2022-06-30,North,Home & Kitchen,Online,2,59.72
2022-06-30,North,Electronics,Online,5,2026.57
2022-06-30,East,Home & Kitchen,Online,1,167.87
2022-07-01,East,Apparel,In-Store,5,519.7
2022-07-01,West,Home & Kitchen,Online,2,40.73
2022-07-01,West,Apparel,In-Store,2,107.56
2022-07-01,West,Electronics,Online,5,1776.3
2022-07-01,East,Beauty,Online,3,201.79
2022-07-01,East,Sports & Outdoors,Online,4,445.76
2022-07-01,East,Home & Kitchen,Online,2,121.19
2022-07-01,East,Electronics,Online,6,2026.1
2022-07-01,North,Home & Kitchen,In-Store,2,101.23
2022-07-01,South,Sports & Outdoors,In-Store,1,80.34
2022-07-01,South,Home & Kitchen,In-Store,1,18.72
2022-07-01,South,Electronics,Online,4,780.32
2022-07-01,North,Beauty,Online,1,17.24
2022-07-01,North,Sports & Outdoors,Online,2,202.83
2022-07-01,North,Apparel,In-Store,4,151.6
2022-07-01,South,Beauty,Online,2,88.41
2022-07-02,East,Apparel,In-Store,3,181.39
2022-07-02,West,Sports & Outdoors,Online,3,357.42
2022-07-02,West,Home & Kitchen,Online,5,578.83
2022-07-02,West,Apparel,Online,7,259.16
2022-07-02,West,Electronics,Online,7,2593.52
2022-07-02,East,Beauty,Online,6,165.3
2022-07-02,East,Sports & Outdoors,Online,6,704.72
2022-07-02,East,Home & Kitchen,Online,3,438.12
2022-07-02,East,Electronics,Online,8,1535.9
2022-07-02,North,Apparel,In-Store,5,295.34
2022-07-02,South,Sports & Outdoors,Online,7,116.75
2022-07-02,South,Home & Kitchen,In-Store,2,117.57
2022-07-02,South,Apparel,In-Store,2,135.78
2022-07-02,South,Electronics,Online,3,760.44
2022-07-02,North,Beauty,Online,5,239.48
2022-07-02,North,Sports & Outdoors,Online,5,514.44
2022-07-02,North,Home & Kitchen,Online,3,169.4
2022-07-02,North,Electronics,In-Store,3,801.47
2022-07-02,South,Beauty,Online,1,5.68
2022-07-03,West,Beauty,In-Store,2,120.54
2022-07-03,West,Sports & Outdoors,In-Store,2,122.36
2022-07-03,West,Home & Kitchen,Online,1,93.18
2022-07-03,West,Apparel,In-Store,3,226.5
2022-07-03,West,Electronics,In-Store,2,447.01
2022-07-03,East,Sports & Outdoors,In-Store,2,25.2
2022-07-03,East,Home & Kitchen,In-Store,3,272.81
2022-07-03,East,Electronics,Online,3,468.3
2022-07-03,South,Sports & Outdoors,Online,4,209.75
2022-07-03,South,Apparel,In-Store,4,153.2
2022-07-03,South,Electronics,In-Store,5,1049.9
2022-07-03,North,Sports & Outdoors,Online,5,97.23
2022-07-03,North,Home & Kitchen,In-Store,3,261.14
2022-07-03,North,Electronics,Online,6,1546.87
2022-07-03,East,Apparel,In-Store,4,59.35
2022-07-04,East,Home & Kitchen,Online,3,431.86
2022-07-04,West,Sports & Outdoors,In-Store,5,371.53
2022-07-04,West,Home & Kitchen,Online,1,37.63
2022-07-04,West,Apparel,Online,3,202.76
2022-07-04,West,Electronics,Online,3,986.5
2022-07-04,East,Beauty,Online,3,145.08
2022-07-04,East,Sports & Outdoors,Online,2,196.77
2022-07-04,East,Apparel,Online,4,143.26
2022-07-04,North,Electronics,Online,7,2892.88
2022-07-04,South,Beauty,In-Store,7,393.06
2022-07-04,North,Apparel,In-Store,2,197.73
2022-07-04,North,Home & Kitchen,Online,2,151.87
2022-07-04,East,Electronics,In-Store,1,221.67
2022-07-04,South,Apparel,Online,5,291.41
2022-07-04,South,Sports & Outdoors,Online,2,153.04
2022-07-04,North,Sports & Outdoors,Online,1,49.23
2022-07-05,West,Beauty,In-Store,4,227.91
2022-07-05,West,Sports & Outdoors,Online,1,100.95
2022-07-05,West,Home & Kitchen,In-Store,3,59.04
2022-07-05,West,Apparel,Online,2,147.84
2022-07-05,West,Electronics,In-Store,6,761.34
2022-07-05,East,Home & Kitchen,Online,2,58.99
2022-07-05,East,Electronics,In-Store,5,525.55
2022-07-05,South,Home & Kitchen,Online,6,340.3
2022-07-05,South,Electronics,Online,2,649.42
2022-07-05,North,Sports & Outdoors,Online,3,57.98
2022-07-05,North,Home & Kitchen,Online,5,116.34
2022-07-05,North,Apparel,In-Store,9,344.65
2022-07-05,North,Electronics,In-Store,3,338.02
2022-07-05,South,Sports & Outdoors,Online,3,108.17
2022-07-05,East,Apparel,Online,6,364.75
2022-07-06,East,Electronics,In-Store,4,1625.97
2022-07-06,West,Beauty,In-Store,1,20.07
2022-07-06,West,Home & Kitchen,Online,1,71.02
2022-07-06,West,Electronics,Online,4,1307.2
2022-07-06,East,Beauty,Online,4,221.0
2022-07-06,East,Sports & Outdoors,Online,2,228.79
2022-07-06,East,Home & Kitchen,Online,5,336.34
2022-07-06,East,Apparel,Online,1,114.09
2022-07-06,South,Beauty,Online,3,217.97
2022-07-06,South,Home & Kitchen,Online,3,204.08
2022-07-06,North,Electronics,In-Store,5,1285.45
2022-07-06,North,Apparel,Online,3,28.14
2022-07-06,North,Home & Kitchen,In-Store,2,93.59
2022-07-06,South,Sports & Outdoors,In-Store,1,88.84
2022-07-06,North,Beauty,Online,2,5.33
2022-07-06,South,Electronics,In-Store,4,646.66
2022-07-06,South,Apparel,Online,2,219.01
2022-07-06,North,Sports & Outdoors,In-Store,4,88.17
2022-07-07,East,Electronics,In-Store,3,625.57
2022-07-07,West,Sports & Outdoors,Online,2,107.55
2022-07-07,West,Home & Kitchen,Online,3,339.92
2022-07-07,West,Electronics,Online,2,805.33
2022-07-07,East,Beauty,Online,2,87.36
2022-07-07,East,Sports & Outdoors,Online,2,112.23
2022-07-07,East,Home & Kitchen,Online,2,193.33
2022-07-07,West,Beauty,Online,6,367.12
2022-07-07,South,Sports & Outdoors,Online,2,221.83
2022-07-07,South,Apparel,Online,3,126.12
2022-07-07,South,Electronics,In-Store,5,1838.67
2022-07-07,North,Beauty,Online,2,120.53
2022-07-07,North,Sports & Outdoors,Online,3,232.77
2022-07-07,North,Home & Kitchen,In-Store,3,448.17
2022-07-07,North,Apparel,Online,5,348.37
2022-07-07,North,Electronics,Online,2,651.09
2022-07-07,South,Beauty,In-Store,2,97.86
2022-07-08,East,Home & Kitchen,Online,3,74.94
2022-07-08,West,Beauty,Online,3,81.9
2022-07-08,West,Sports & Outdoors,In-Store,4,344.7
2022-07-08,West,Home & Kitchen,Online,2,146.68
2022-07-08,West,Apparel,Online,1,59.3
2022-07-08,East,Beauty,Online,4,80.41
2022-07-08,East,Apparel,Online,4,332.09
2022-07-08,South,Electronics,Online,3,595.97
2022-07-08,South,Sports & Outdoors,Online,1,18.31
2022-07-08,South,Home & Kitchen,Online,1,40.88
2022-07-08,South,Apparel,In-Store,3,224.07
2022-07-08,East,Electronics,In-Store,1,348.12
2022-07-08,North,Beauty,Online,2,121.21
2022-07-08,North,Home & Kitchen,In-Store,2,244.31
2022-07-08,North,Electronics,In-Store,7,1447.95
2022-07-09,West,Beauty,In-Store,2,142.66
2022-07-09,West,Apparel,In-Store,2,78.16
2022-07-09,West,Electronics,In-Store,10,4282.77
2022-07-09,East,Beauty,Online,2,19.36
2022-07-09,East,Sports & Outdoors,Online,2,212.5
2022-07-09,East,Home & Kitchen,In-Store,5,730.1
2022-07-09,East,Apparel,Online,3,98.2
2022-07-09,East,Electronics,Online,5,622.42
2022-07-09,South,Sports & Outdoors,In-Store,1,103.8
2022-07-09,South,Home & Kitchen,Online,2,188.01
2022-07-09,South,Apparel,Online,1,82.04
2022-07-09,South,Electronics,Online,2,641.54
2022-07-09,North,Sports & Outdoors,Online,4,130.55
2022-07-09,North,Home & Kitchen,Online,2,95.88
2022-07-09,North,Apparel,Online,7,332.49
2022-07-09,North,Electronics,In-Store,2,524.37
2022-07-10,West,Apparel,Online,4,168.72
2022-07-10,West,Electronics,Online,4,1513.46
2022-07-10,East,Beauty,Online,1,97.54
2022-07-10,East,Home & Kitchen,In-Store,1,134.51
2022-07-10,East,Apparel,Online,5,209.78
2022-07-10,East,Electronics,In-Store,5,2155.6
2022-07-10,South,Electronics,Online,6,1080.2
2022-07-10,North,Beauty,Online,4,168.64
2022-07-10,North,Home & Kitchen,In-Store,2,150.98
2022-07-10,North,Apparel,Online,5,107.35
2022-07-10,North,Electronics,In-Store,3,260.37
2022-07-11,South,Sports & Outdoors,Online,4,324.71
2022-07-11,West,Sports & Outdoors,In-Store,4,274.14
2022-07-11,West,Home & Kitchen,Online,1,45.12
2022-07-11,West,Apparel,In-Store,2,178.82
2022-07-11,West,Electronics,Online,3,793.98
2022-07-11,East,Beauty,In-Store,2,25.3
2022-07-11,East,Sports & Outdoors,Online,3,109.48
2022-07-11,East,Home & Kitchen,In-Store,4,532.24
2022-07-11,East,Electronics,Online,8,1573.45
2022-07-11,South,Apparel,Online,2,133.04
2022-07-11,South,Home & Kitchen,In-Store,3,115.03
2022-07-11,South,Electronics,In-Store,3,1205.75
2022-07-11,North,Beauty,In-Store,2,101.34
2022-07-11,North,Sports & Outdoors,Online,1,53.94
2022-07-11,North,Home & Kitchen,Online,3,276.43
2022-07-11,North,Apparel,In-Store,2,93.83
2022-07-11,North,Electronics,Online,3,384.19
2022-07-11,South,Beauty,In-Store,1,47.99
2022-07-12,East,Home & Kitchen,Online,4,335.03
2022-07-12,East,Sports & Outdoors,In-Store,3,51.49
2022-07-12,East,Apparel,In-Store,1,22.08
2022-07-12,West,Beauty,In-Store,1,42.61
2022-07-12,West,Apparel,In-Store,3,168.19
2022-07-12,East,Beauty,In-Store,1,14.03
2022-07-12,East,Electronics,Online,3,922.11
2022-07-12,West,Electronics,In-Store,2,477.93
2022-07-12,South,Sports & Outdoors,Online,2,178.61
2022-07-12,South,Apparel,Online,1,81.68
2022-07-12,South,Electronics,In-Store,1,203.32
2022-07-12,North,Beauty,In-Store,1,4.32
2022-07-12,North,Home & Kitchen,Online,3,254.47
2022-07-12,North,Apparel,Online,1,9.15
2022-07-12,North,Electronics,Online,8,2521.01
2022-07-12,South,Beauty,In-Store,1,102.25
2022-07-13,West,Sports & Outdoors,In-Store,3,217.35
2022-07-13,West,Electronics,Online,4,1473.81
2022-07-13,East,Beauty,In-Store,2,123.58
2022-07-13,East,Sports & Outdoors,Online,3,263.68
2022-07-13,East,Home & Kitchen,In-Store,3,171.41
2022-07-13,East,Apparel,Online,7,530.05
2022-07-13,West,Home & Kitchen,Online,1,108.74
2022-07-13,South,Electronics,Online,3,580.73
2022-07-13,North,Beauty,Online,1,55.13
2022-07-13,North,Sports & Outdoors,In-Store,4,466.26
2022-07-13,North,Home & Kitchen,In-Store,2,120.55
2022-07-13,North,Electronics,In-Store,2,585.14
2022-07-13,East,Electronics,Online,8,3056.16
2022-07-14,West,Beauty,In-Store,1,17.11
2022-07-14,West,Home & Kitchen,In-Store,3,229.74
2022-07-14,West,Apparel,In-Store,3,236.58
2022-07-14,West,Electronics,Online,4,400.98
2022-07-14,East,Sports & Outdoors,Online,3,188.01
2022-07-14,South,Home & Kitchen,Online,1,89.47
2022-07-14,North,Beauty,Online,1,3.65
2022-07-14,North,Home & Kitchen,Online,3,25.27
2022-07-14,North,Electronics,In-Store,4,1538.75
2022-07-14,East,Apparel,In-Store,3,206.47
2022-07-15,East,Apparel,Online,7,131.89
2022-07-15,West,Sports & Outdoors,Online,1,84.12
2022-07-15,West,Apparel,Online,4,120.43
2022-07-15,West,Electronics,Online,1,137.03
2022-07-15,East,Beauty,Online,4,180.94
2022-07-15,West,Beauty,Online,3,46.98
2022-07-15,East,Sports & Outdoors,In-Store,5,231.07
2022-07-15,East,Home & Kitchen,Online,4,477.5
2022-07-15,East,Electronics,Online,7,1599.74
2022-07-15,North,Beauty,In-Store,3,164.96
2022-07-15,South,Sports & Outdoors,In-Store,3,439.19
2022-07-15,South,Home & Kitchen,Online,1,140.53
2022-07-15,South,Electronics,In-Store,2,483.86
2022-07-15,North,Sports & Outdoors,In-Store,4,153.67
2022-07-15,North,Home & Kitchen,Online,4,138.88
2022-07-15,North,Apparel,In-Store,4,282.42
2022-07-15,North,Electronics,Online,2,193.45
2022-07-15,South,Beauty,Online,2,173.45
2022-07-16,West,Sports & Outdoors,In-Store,1,150.84
2022-07-16,West,Home & Kitchen,Online,7,193.29
2022-07-16,West,Apparel,Online,4,149.85
2022-07-16,West,Electronics,In-Store,3,970.69
2022-07-16,East,Beauty,Online,1,50.79
2022-07-16,East,Sports & Outdoors,Online,3,256.21
2022-07-16,East,Home & Kitchen,Online,2,63.91
2022-07-16,East,Electronics,Online,7,2106.53
2022-07-16,South,Home & Kitchen,Online,1,44.72
2022-07-16,South,Electronics,Online,3,424.43
2022-07-16,North,Beauty,Online,4,212.45
2022-07-16,North,Sports & Outdoors,Online,2,202.31
2022-07-16,North,Home & Kitchen,Online,2,191.65
2022-07-16,North,Apparel,Online,3,263.59
2022-07-16,South,Sports & Outdoors,Online,1,63.03
2022-07-17,East,Home & Kitchen,Online,4,165.37
2022-07-17,West,Beauty,Online,1,52.17
2022-07-17,West,Sports & Outdoors,In-Store,1,95.78
2022-07-17,West,Home & Kitchen,Online,3,156.02
2022-07-17,West,Apparel,Online,4,268.38
2022-07-17,West,Electronics,In-Store,4,1450.86
2022-07-17,East,Sports & Outdoors,Online,3,136.19
2022-07-17,East,Apparel,Online,3,85.31
2022-07-17,North,Electronics,In-Store,3,1227.36
2022-07-17,South,Sports & Outdoors,Online,4,293.02
2022-07-17,South,Home & Kitchen,In-Store,1,82.12
2022-07-17,South,Apparel,Online,4,74.02
2022-07-17,South,Electronics,In-Store,2,282.07
2022-07-17,North,Beauty,Online,1,61.16
2022-07-17,North,Sports & Outdoors,In-Store,3,280.31
2022-07-17,North,Home & Kitchen,Online,3,327.79
2022-07-17,North,Apparel,Online,2,175.83
2022-07-17,East,Electronics,Online,3,728.34
2022-07-18,West,Home & Kitchen,Online,1,69.26
2022-07-18,West,Electronics,Online,1,316.4
2022-07-18,East,Beauty,Online,2,127.23
2022-07-18,East,Sports & Outdoors,In-Store,3,237.01
2022-07-18,East,Home & Kitchen,Online,2,204.5
2022-07-18,East,Apparel,In-Store,3,221.1
2022-07-18,East,Electronics,In-Store,5,1782.89
2022-07-18,South,Electronics,Online,4,1251.99
2022-07-18,South,Apparel,In-Store,2,82.57
2022-07-18,North,Beauty,Online,2,114.72
2022-07-18,North,Sports & Outdoors,In-Store,6,414.7
2022-07-18,North,Home & Kitchen,In-Store,2,252.22
2022-07-18,North,Apparel,Online,3,239.05
2022-07-18,North,Electronics,In-Store,6,1283.52
2022-07-19,East,Electronics,Online,4,777.16
2022-07-19,West,Sports & Outdoors,In-Store,2,45.83
2022-07-19,East,Sports & Outdoors,Online,3,208.91
2022-07-19,East,Home & Kitchen,In-Store,2,232.98
2022-07-19,East,Apparel,Online,2,113.9
2022-07-19,South,Home & Kitchen,Online,3,420.77
2022-07-19,West,Beauty,Online,3,132.54
2022-07-19,North,Beauty,Online,4,153.15
2022-07-19,North,Sports & Outdoors,Online,1,5.78
2022-07-19,North,Home & Kitchen,Online,4,136.32
2022-07-19,North,Apparel,In-Store,6,159.05
2022-07-19,North,Electronics,Online,1,105.77
2022-07-19,South,Apparel,Online,4,87.68
2022-07-20,West,Sports & Outdoors,Online,4,169.91
2022-07-20,West,Home & Kitchen,In-Store,1,113.16
2022-07-20,West,Apparel,Online,5,262.88
2022-07-20,West,Electronics,Online,3,1296.1
2022-07-20,East,Beauty,Online,3,144.43
2022-07-20,East,Home & Kitchen,In-Store,2,151.59
2022-07-20,East,Sports & Outdoors,In-Store,2,196.71
2022-07-20,East,Electronics,In-Store,4,438.21
2022-07-20,South,Electronics,Online,2,512.37
2022-07-20,North,Home & Kitchen,In-Store,3,256.15
2022-07-20,East,Apparel,In-Store,5,317.81
2022-07-21,East,Sports & Outdoors,Online,2,151.65
2022-07-21,West,Sports & Outdoors,In-Store,2,103.36
2022-07-21,West,Home & Kitchen,Online,1,34.16
2022-07-21,West,Beauty,In-Store,1,26.57
2022-07-21,West,Apparel,Online,1,82.09
2022-07-21,West,Electronics,In-Store,2,619.98
2022-07-21,East,Beauty,Online,2,15.01
2022-07-21,East,Home & Kitchen,In-Store,3,189.93
2022-07-21,North,Home & Kitchen,Online,4,440.89
2022-07-21,East,Electronics,Online,4,719.82
2022-07-21,South,Beauty,Online,1,93.17
2022-07-21,South,Home & Kitchen,Online,3,223.79
2022-07-21,South,Apparel,Online,4,226.05
2022-07-21,North,Beauty,Online,1,43.85
2022-07-21,North,Apparel,Online,2,61.28
2022-07-21,North,Electronics,Online,3,323.32
2022-07-21,East,Apparel,Online,5,310.85
2022-07-22,East,Apparel,In-Store,6,437.24
2022-07-22,West,Sports & Outdoors,Online,3,96.78
2022-07-22,West,Home & Kitchen,Online,3,104.99
2022-07-22,West,Electronics,Online,4,1045.62
2022-07-22,East,Sports & Outdoors,Online,5,320.23
2022-07-22,East,Home & Kitchen,Online,3,74.07
2022-07-22,East,Electronics,Online,7,2295.24
2022-07-22,North,Home & Kitchen,Online,1,184.27
2022-07-22,South,Apparel,In-Store,5,172.85
2022-07-22,North,Beauty,Online,4,193.42
2022-07-22,North,Sports & Outdoors,In-Store,2,87.38
2022-07-22,South,Home & Kitchen,Online,1,138.14
2022-07-22,North,Apparel,Online,5,391.51
2022-07-22,North,Electronics,In-Store,2,740.94
2022-07-23,West,Home & Kitchen,Online,3,61.59
2022-07-23,West,Apparel,In-Store,5,288.85
2022-07-23,East,Beauty,In-Store,1,14.5
2022-07-23,East,Sports & Outdoors,Online,2,28.7
2022-07-23,East,Home & Kitchen,Online,7,756.3
2022-07-23,East,Apparel,Online,3,113.19
2022-07-23,East,Electronics,Online,4,444.28
2022-07-23,South,Beauty,In-Store,3,55.24
2022-07-23,South,Home & Kitchen,Online,2,171.37
2022-07-23,South,Apparel,Online,4,271.86
2022-07-23,South,Electronics,Online,1,294.01
2022-07-23,North,Sports & Outdoors,Online,2,99.6
2022-07-23,North,Home & Kitchen,In-Store,2,276.27
2022-07-23,North,Apparel,Online,3,195.42
2022-07-23,North,Electronics,Online,4,685.53
2022-07-23,South,Sports & Outdoors,Online,2,112.27
2022-07-24,East,Apparel,Online,5,84.72
2022-07-24,West,Home & Kitchen,In-Store,1,134.37
2022-07-24,West,Apparel,In-Store,3,114.28
2022-07-24,West,Electronics,In-Store,1,190.99
2022-07-24,West,Sports & Outdoors,Online,3,139.97
2022-07-24,East,Electronics,Online,5,1981.92
2022-07-24,East,Sports & Outdoors,In-Store,3,138.81
2022-07-24,South,Home & Kitchen,Online,2,236.96
2022-07-24,South,Apparel,In-Store,2,159.6
2022-07-24,South,Electronics,Online,6,2312.9
2022-07-24,North,Sports & Outdoors,Online,1,57.35
2022-07-24,North,Home & Kitchen,Online,4,306.2
2022-07-24,North,Apparel,Online,5,210.44
2022-07-24,North,Electronics,Online,4,970.17
2022-07-24,South,Sports & Outdoors,In-Store,4,468.84
2022-07-25,West,Sports & Outdoors,Online,2,118.63
2022-07-25,West,Home & Kitchen,Online,1,22.68
2022-07-25,West,Apparel,In-Store,2,116.29
2022-07-25,West,Electronics,Online,2,276.54
2022-07-25,East,Beauty,Online,5,157.91
2022-07-25,East,Sports & Outdoors,Online,2,314.17
2022-07-25,East,Home & Kitchen,In-Store,2,181.1
2022-07-25,East,Apparel,In-Store,3,185.7
2022-07-25,East,Electronics,In-Store,3,1009.69
2022-07-25,South,Home & Kitchen,Online,2,45.05
2022-07-25,South,Apparel,In-Store,1,25.47
2022-07-25,South,Electronics,In-Store,1,218.51
2022-07-25,North,Sports & Outdoors,Online,3,308.34
2022-07-25,North,Home & Kitchen,In-Store,2,270.54
2022-07-25,North,Apparel,In-Store,2,168.9
2022-07-25,North,Electronics,In-Store,6,1132.21
2022-07-26,East,Home & Kitchen,In-Store,1,81.87
2022-07-26,East,Sports & Outdoors,Online,3,219.26
2022-07-26,East,Beauty,Online,1,61.02
2022-07-26,East,Apparel,Online,3,258.47
2022-07-26,West,Electronics,Online,3,839.87
2022-07-26,West,Apparel,In-Store,4,265.91
2022-07-26,West,Sports & Outdoors,Online,1,1.16
2022-07-26,West,Beauty,Online,2,17.13
2022-07-26,East,Electronics,In-Store,4,461.46
2022-07-26,North,Sports & Outdoors,Online,4,306.38
2022-07-26,South,Sports & Outdoors,Online,1,90.04
2022-07-26,North,Electronics,Online,4,676.21
2022-07-26,North,Apparel,Online,3,124.86
2022-07-26,North,Home & Kitchen,Online,2,39.52
2022-07-26,South,Beauty,Online,2,5.02
2022-07-26,South,Electronics,In-Store,3,431.08
2022-07-26,South,Home & Kitchen,In-Store,3,257.09
2022-07-26,North,Beauty,Online,1,39.9
2022-07-26,South,Apparel,Online,3,173.98
2022-07-27,East,Beauty,Online,2,38.24
2022-07-27,West,Beauty,In-Store,1,123.0
2022-07-27,West,Sports & Outdoors,Online,1,166.65
2022-07-27,West,Home & Kitchen,Online,1,100.7
2022-07-27,West,Apparel,Online,1,116.57
2022-07-27,West,Electronics,Online,1,427.72
2022-07-27,East,Sports & Outdoors,In-Store,1,94.49
2022-07-27,East,Apparel,In-Store,3,81.37
2022-07-27,East,Home & Kitchen,In-Store,3,133.84
2022-07-27,South,Home & Kitchen,In-Store,1,163.05
2022-07-27,East,Electronics,In-Store,4,1033.67
2022-07-27,North,Apparel,Online,3,236.68
2022-07-27,North,Home & Kitchen,Online,2,241.8
2022-07-27,North,Sports & Outdoors,Online,2,125.04
2022-07-27,North,Electronics,In-Store,3,335.77
2022-07-27,South,Electronics,Online,4,878.57
2022-07-27,South,Apparel,In-Store,1,136.46
2022-07-27,North,Beauty,Online,1,86.05
2022-07-28,East,Apparel,Online,2,56.71
2022-07-28,West,Sports & Outdoors,Online,1,4.14
2022-07-28,West,Home & Kitchen,Online,4,441.24
2022-07-28,West,Apparel,In-Store,3,212.95
2022-07-28,West,Electronics,Online,6,573.09
2022-07-28,East,Beauty,Online,3,176.72
2022-07-28,East,Sports & Outdoors,In-Store,1,57.71
2022-07-28,East,Electronics,In-Store,3,248.49
2022-07-28,South,Home & Kitchen,Online,2,115.77
2022-07-28,South,Sports & Outdoors,Online,2,173.44
2022-07-28,North,Electronics,In-Store,4,1375.18
2022-07-28,North,Apparel,In-Store,4,134.16
2022-07-28,South,Apparel,In-Store,4,376.58
2022-07-28,South,Electronics,In-Store,2,658.22
2022-07-29,West,Sports & Outdoors,Online,3,311.55
2022-07-29,West,Apparel,Online,6,145.42
2022-07-29,West,Electronics,In-Store,3,623.08
2022-07-29,East,Beauty,In-Store,2,54.51
2022-07-29,East,Home & Kitchen,Online,7,413.55
2022-07-29,South,Beauty,In-Store,3,106.2
2022-07-29,East,Sports & Outdoors,Online,2,200.97
2022-07-29,South,Apparel,Online,1,28.86
2022-07-29,South,Electronics,Online,2,411.06
2022-07-29,North,Sports & Outdoors,Online,2,85.91
2022-07-29,North,Home & Kitchen,Online,2,223.54
